object name,library name,text,rodata,data,bss,code,flash,ram
quec_md5.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,2114,64,0,0,2178,2178,0
quec_sha1.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,234,0,0,0,234,234,0
quec_utf8.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,152,0,108,0,152,260,108
ringbuffer.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,244,0,0,0,244,244,0
quec_init.c.obj,..\..\components\ql-kernel\libs\libquectel.a,456,183,4,4,639,643,8
quec_ver.c.obj,..\..\components\ql-kernel\libs\libquectel.a,0,34,0,0,34,34,0
_aeabi_ldivmod.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,160,0,0,0,160,160,0
_aeabi_uldivmod.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,48,0,0,0,48,48,0
_arm_addsubdf3.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,888,0,0,0,888,888,0
_divsi3.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,688,0,0,0,688,688,0
_dvmd_tls.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,4,0,0,0,4,4,0
_fixdfdi.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,36,0,0,0,36,36,0
_fixunsdfdi.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,80,0,0,0,80,80,0
_udivmoddi4.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,324,0,0,0,324,324,0
_udivsi3.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,632,0,0,0,632,632,0
app_loader.c.obj,lib\libapploader.a,628,249,0,16,877,877,16
core_export.o,lib\libapploader.a,136,7992,4,0,8128,8132,4
app_start.c.obj,libappstart.a,2134,530,0,27,2664,2664,27
at_cmd_cfg.c.obj,lib\libatr.a,1364,451,0,18904,1815,1815,18904
at_cmd_cfg_default.c.obj,lib\libatr.a,0,9452,0,0,9452,9452,0
at_device.c.obj,lib\libatr.a,114,0,0,0,114,114,0
at_device_diag.c.obj,lib\libatr.a,332,0,0,0,332,332,0
at_device_uart.c.obj,lib\libatr.a,1362,83,0,0,1445,1445,0
at_device_userial.c.obj,lib\libatr.a,728,28,0,0,756,756,0
at_engine.c.obj,lib\libatr.a,1042,46,0,16,1088,1088,16
at_response.c.obj,lib\libatr.a,108,0,0,0,108,108,0
at_setting.pb.c.obj,lib\libatr.a,0,1380,0,0,1380,1380,0
at_setting_codec.c.obj,lib\libatr.a,3436,0,0,0,3436,3436,0
at_cfw.c.obj,lib\libats.a,5484,1226,6,6954,6710,6716,6960
at_cmd_audio.c.obj,lib\libats.a,2980,220,0,68,3200,3200,68
at_cmd_battery.c.obj,lib\libats.a,292,137,2,0,429,431,2
at_cmd_blueu_verify.c.obj,lib\libats.a,616,211,0,88,827,827,88
at_cmd_bt.c.obj,lib\libats.a,8,0,0,0,8,8,0
at_cmd_cc.c.obj,lib\libats.a,7274,1812,0,2289,9086,9086,2289
at_cmd_debug.c.obj,lib\libats.a,40,0,0,0,40,40,0
at_cmd_gc.c.obj,lib\libats.a,6216,1271,0,0,7487,7487,0
at_cmd_gprs.c.obj,lib\libats.a,13542,21773,1,167,35315,35316,168
at_cmd_id.c.obj,lib\libats.a,840,130,0,0,970,970,0
at_cmd_netif.c.obj,lib\libats.a,720,277,0,0,997,997,0
at_cmd_nv.c.obj,lib\libats.a,1380,89,0,0,1469,1469,0
at_cmd_nw.c.obj,lib\libats.a,14096,3962,14,45,18058,18072,59
at_cmd_pbk.c.obj,lib\libats.a,686,65,0,0,751,751,0
at_cmd_sat.c.obj,lib\libats.a,16894,7585,9,737,24479,24488,746
at_cmd_sim.c.obj,lib\libats.a,10408,3405,0,187,13813,13813,187
at_cmd_simlock.c.obj,lib\libats.a,434,0,0,0,434,434,0
at_cmd_sms.c.obj,lib\libats.a,5838,900,2,3,6738,6740,5
at_cmd_ss.c.obj,lib\libats.a,4864,1961,65,3,6825,6890,68
at_cmd_ssim.c.obj,lib\libats.a,8,0,0,0,8,8,0
at_cmd_sysnv.c.obj,lib\libats.a,388,966,0,0,1354,1354,0
at_cmd_vsim.c.obj,lib\libats.a,452,417,0,24,869,869,24
at_cmd_wifi.c.obj,lib\libats.a,1136,404,0,12,1540,1540,12
audio_device.c.obj,lib\libaudio.a,8900,1612,0,1216,10512,10512,1216
audio_device.pb.c.obj,lib\libaudio.a,0,110,0,0,110,110,0
audio_reader.c.obj,lib\libaudio.a,678,111,0,0,789,789,0
audio_types.c.obj,lib\libaudio.a,340,108,0,0,448,448,0
audio_writer.c.obj,lib\libaudio.a,146,62,0,0,208,208,0
hal_aif.c.obj,lib\libaudio.a,576,0,0,0,576,576,0
a_refl.cpp.obj,lib\libaudio_core.a,418,0,0,0,418,418,0
add.cpp.obj,lib\libaudio_core.a,40,0,0,0,40,40,0
agc.cpp.obj,lib\libaudio_core.a,666,0,0,0,666,666,0
agc2_amr_wb.cpp.obj,lib\libaudio_core.a,344,0,0,0,344,344,0
amrdecode.cpp.obj,lib\libaudio_core.a,196,0,0,0,196,196,0
amrencode.cpp.obj,lib\libaudio_core.a,366,8,0,0,374,374,0
audio_decoder_amrnb.c.obj,lib\libaudio_core.a,704,194,0,0,898,898,0
audio_decoder_amrwb.c.obj,lib\libaudio_core.a,712,197,0,0,909,909,0
audio_decoder_mp3.c.obj,lib\libaudio_core.a,11524,8198,0,0,19722,19722,0
audio_decoder_pcm.c.obj,lib\libaudio_core.a,460,117,0,0,577,577,0
audio_decoder_sbc.c.obj,lib\libaudio_core.a,976,382,0,0,1358,1358,0
audio_decoder_wav.c.obj,lib\libaudio_core.a,704,123,0,0,827,827,0
audio_encoder_amrnb.c.obj,lib\libaudio_core.a,464,118,0,0,582,582,0
